No,name,LCD,VF,Density,PLD,Va,ASA
1970,FIFGAE_freeONLY,7.43443,0.569,1.11635,4.80631,0.509697,1367.45
1971,FIFMIS01_freeONLY,4.81383,0.4604,1.32753,4.49281,0.34681,457.619
1972,FIFMIS_freeONLY,4.83064,0.4634,1.32702,4.51142,0.349204,478.691
1973,FIFMOX_freeONLY,6.04512,0.5916,0.977861,4.24356,0.604994,1944.46
1974,FIFMUD_freeONLY,5.99897,0.5914,0.985465,3.96607,0.600123,1876.51
1975,FIFNUE01_freeONLY,4.79076,0.4714,1.26347,3.9326,0.3731,664.011
1976,FIFNUE_freeONLY,4.8017,0.4838,1.25955,3.94837,0.384106,726.994
1977,FIFPAM01_freeONLY,4.73813,0.4726,1.28001,3.77692,0.369216,628.991
1978,FIFPAM_freeONLY,4.72449,0.4732,1.28646,3.84654,0.367832,651.613
1979,FIGFOR_freeONLY,3.72046,0.4298,2.20004,3.29782,0.19536,0
1980,FIGLAK_freeONLY,3.54245,0.393,1.57943,3.11894,0.248823,0
1981,FIGQUJ_freeONLY,4.99341,0.4284,1.49096,2.87726,0.287333,0
1982,FIGVUN_freeONLY,4.04027,0.5318,1.87942,2.92923,0.28296,0
1983,FIGXAW_freeONLY,4.53955,0.4422,1.64292,3.04904,0.269155,0
1984,FIHHUB_SL,15.61182,0.7232,0.621293,13.11587,1.16402,3493.49
1985,FIHLOZ_freeONLY,4.57035,0.4044,1.50572,2.95224,0.268575,0
1986,FIHRIZ_freeONLY,6.70189,0.594,1.0601,5.92513,0.560326,1493.5
1987,FIHXUR_freeONLY,3.32747,0.373,1.50182,2.94879,0.248366,0
1988,FIJCUX01_freeONLY,7.34002,0.608,1.22326,6.13056,0.497033,1292.83
1989,FIJCUX_freeONLY,7.05898,0.5956,1.26326,5.83044,0.47148,1238.83
1990,FIJDEI_freeONLY,4.05285,0.406,1.80622,3.32057,0.224778,92.7577
1991,FIJDOS_freeONLY,4.9817,0.3802,1.71522,4.23524,0.221662,199.087
1992,FIJFEK_manual,6.92559,0.5618,1.58281,6.57184,0.354939,978.488
1993,FIJGEK_freeONLY,4.71012,0.4102,1.95767,3.29398,0.209534,0
1994,FIJREW_freeONLY,4.48694,0.428,1.60428,2.55266,0.266786,0
1995,FIJYED_freeONLY,4.73259,0.4318,1.90177,3.98746,0.227052,391.895
1996,FIJZEE_freeONLY,7.37726,0.4718,1.82096,6.47542,0.259093,480.405
1997,FIMNIA_freeONLY,8.67616,0.598,1.53171,3.56541,0.390412,948.736
1998,FIMXUW_freeONLY,4.29389,0.3644,2.15441,3.52552,0.169141,140.601
1999,FIMYUX_freeONLY,8.65094,0.6182,1.14098,5.25908,0.541817,1619.08
2000,FIMZAE_freeONLY,8.7496,0.6,1.17241,5.24839,0.511765,1415.71
2001,FINQOK_freeONLY,8.7337,0.614,1.3997,4.60012,0.438665,1163.2
2002,FINQUQ_freeONLY,8.681,0.6032,1.44748,3.895,0.416725,1005.49
2003,FIPKOG01_freeONLY,6.5379,0.5916,1.09146,4.8064,0.542026,1479.13
2004,FIPKOG_freeONLY,6.55849,0.5862,1.08595,4.8515,0.539805,1505.9
2005,FIPKUM_freeONLY,6.35636,0.5724,1.04617,4.74684,0.547139,1351.54
2006,FIPWOS_freeONLY,5.20561,0.5118,1.29023,3.82141,0.396674,683.154
2007,FIPWUY_freeONLY,4.7784,0.4866,1.32324,4.2474,0.367733,674.547
2008,FIPXAF_freeONLY,4.65881,0.4744,1.34738,3.97386,0.35209,568.53
2009,FIPXEJ_freeONLY,4.43579,0.4954,1.35731,3.68809,0.364986,340.514
2010,FIQCEN_freeONLY,11.10945,0.683,0.948856,5.2297,0.719814,2312.28
2011,FIQKIB_freeONLY,6.36198,0.4784,2.05984,4.04904,0.232251,486.138
2012,FIQYOU_freeONLY,4.72303,0.4464,1.75011,3.65899,0.255069,429.037
2013,FIQYUA_freeONLY,4.6258,0.4364,1.85684,3.62649,0.235023,374.831
2014,FIQZAH_freeONLY,4.65627,0.45,1.93416,3.68934,0.23266,362.121
2015,FIRZOX_freeONLY,8.47321,0.5488,1.47389,7.4886,0.372348,809.905
2016,FITGEW_freeONLY,9.86717,0.5052,1.16541,4.17287,0.433495,962.711
2017,FITHAS_charged,5.29108,0.5032,1.25261,3.3005,0.401721,0
2018,FITHIA_freeONLY,4.35737,0.4314,1.27732,3.84524,0.337739,736.915
2019,FITJAU_freeONLY,3.70133,0.4202,2.13685,2.87385,0.196644,0
2020,FITJEY_freeONLY,3.66825,0.4138,2.26327,2.81499,0.182833,0
2021,FIVNAZ_freeONLY,3.48373,0.4608,2.40578,2.92906,0.191538,0
2022,FIVQIL_freeONLY,5.07777,0.4254,1.95561,2.82087,0.217527,0
2023,FIVQOR_freeONLY,4.63823,0.4528,2.26967,3.76108,0.1995,328.185
2024,FIVYEP01_freeONLY,5.69673,0.4572,2.0333,4.73568,0.224856,612.394
2025,FIVYEP_freeONLY,5.69894,0.458,2.0333,4.7333,0.22525,614.092
2026,FIVYUF_freeONLY,4.68091,0.4326,1.41648,3.50866,0.305404,328.948
2027,FIWJIG_freeONLY,6.45458,0.4692,1.25397,3.10601,0.374172,0
2028,FIXVUE_freeONLY,10.80219,0.6132,1.62354,6.73703,0.377693,1022.78
2029,FIYDOH_freeONLY,4.62011,0.3338,1.75492,3.85906,0.190209,248.378
2030,FOCREW_freeONLY,4.59778,0.3712,1.61667,3.02955,0.229608,0
2031,FOCZAA_freeONLY,4.86095,0.452,1.39709,4.4492,0.32353,555.227
2032,FOCZEE_freeONLY,4.4728,0.3688,1.76964,3.82667,0.208404,200.886
2033,FODCEI_freeONLY,4.06765,0.387,1.45796,2.57487,0.265439,0
2034,FODYUT_freeONLY,4.86672,0.5282,1.91946,3.16405,0.275182,0
2035,FODZUU_freeONLY,3.7368,0.3722,2.05088,2.79292,0.181483,0
2036,FOFCIO_freeONLY,4.5361,0.3598,1.74401,3.88522,0.206306,210.574
2037,FOFCOU_freeONLY,4.8597,0.4546,1.38069,4.4269,0.329257,567.528
2038,FOFDAH_freeONLY,4.47344,0.3774,1.57551,2.88853,0.239541,0
2039,FOFHAK_freeONLY,4.16875,0.4482,2.23707,3.58203,0.200351,274.587
2040,FOFHEO_freeONLY,6.41067,0.446,2.22496,5.52308,0.200453,445.257
2041,FOFHUE_freeONLY,3.94915,0.3928,2.17815,2.57347,0.180337,0
2042,FOFTIF_freeONLY,6.9711,0.5698,1.12266,4.44534,0.507543,1271.88
2043,FOFTUR_freeONLY,6.77119,0.5754,1.08266,4.51348,0.531468,1358.7
2044,FOGFAK_freeONLY,4.72078,0.4416,1.63273,2.4207,0.270466,0
2045,FOHQUO_freeONLY,3.84351,0.3482,1.87122,3.10407,0.186082,0
2046,FOHSAW01_freeONLY,3.54162,0.3328,1.98028,2.85618,0.168057,0
2047,FOJBIR_freeONLY,4.97909,0.4748,1.36493,3.59041,0.347858,368.837
2048,FOJKIA_freeONLY,5.14315,0.5272,1.07093,4.1527,0.492281,1295.08
2049,FOJPEB_freeONLY,5.80387,0.4586,1.42172,3.28015,0.322567,0
2050,FOJVUX_freeONLY,3.90292,0.4328,1.38007,2.68796,0.313607,0
2051,FOKWIN_freeONLY,4.14624,0.4306,1.37748,3.73304,0.312601,300.078
2052,FOMWOV_freeONLY,7.41662,0.6302,0.990309,4.5384,0.636367,1855.28
2053,FONKEA_freeONLY,4.68396,0.3916,1.82693,3.93383,0.214348,308.011
2054,FONPUV_freeONLY,5.63348,0.4232,1.607,5.082,0.263348,513.462
2055,FOPBAP_freeONLY,4.24951,0.4216,1.89283,3.38541,0.222735,184.523
2056,FOPTOU_freeONLY,5.48559,0.3612,1.53057,3.894,0.235991,461.72
2057,FOQNIK_freeONLY,5.46061,0.546,1.39446,4.28764,0.391549,928.009
2058,FOQNOQ01_freeONLY,5.8632,0.54,1.375,5.042,0.392729,790.181
2059,FOQNOQ02_freeONLY,5.77332,0.5392,1.37197,4.6821,0.393013,786.062
2060,FOQNOQ_freeONLY,5.74039,0.5432,1.31962,4.59611,0.411634,980.929
2061,FOQNUW01_freeONLY,6.20702,0.5374,1.35255,4.77029,0.397323,998.172
2062,FOQNUW02_freeONLY,6.26085,0.5542,1.35147,4.86283,0.410073,983.622
2063,FOQNUW_freeONLY,6.24181,0.552,1.36057,4.91804,0.405711,967.403
2064,FOQPAE01_freeONLY,6.12529,0.5504,1.39855,4.88917,0.393551,966.526
2065,FOQPAE02_freeONLY,6.1209,0.5506,1.39791,4.89143,0.393874,973.519
2066,FOQPAE_freeONLY,6.29792,0.5656,1.24637,5.29972,0.453796,1122.77
2067,FOQSUA_charged,3.4397,0.4246,1.66932,3.07965,0.254356,0
2068,FOQTAH_freeONLY,4.13249,0.4578,1.33116,2.70699,0.34391,0
2069,FOQTEL_freeONLY,4.19018,0.4784,1.40023,2.78003,0.341659,0
2070,FORKUU_freeONLY,13.26482,0.7474,0.597503,11.33443,1.25087,3898.11
2071,FORPIM_freeONLY,9.04569,0.59,1.27066,3.3491,0.464327,1017.13
2072,FORPOS_freeONLY,8.99658,0.5824,1.28351,3.35131,0.453754,1000.73
2073,FORPUY_freeONLY,8.95754,0.5784,1.31738,3.36548,0.439052,963.436
2074,FORQAF_freeONLY,9.01815,0.5876,1.26826,3.37111,0.463311,1008.49
2075,FORQEJ_freeONLY,8.97661,0.581,1.28103,3.40371,0.453542,1005.67
2076,FORQIN_freeONLY,9.01685,0.5792,1.30783,3.35721,0.442872,970.718
2077,FORTIR_freeONLY,7.46367,0.6238,0.926479,6.87207,0.673302,2045.75
2078,FORTUD_freeONLY,17.46562,0.691,0.786041,10.38181,0.879089,1925.54
2079,FORWAL_freeONLY,6.09772,0.5034,1.14086,3.45398,0.441246,935.814
2080,FORXIU_freeONLY,23.85454,0.8032,0.551461,8.59711,1.45649,3705.58
2081,FOSTOY_freeONLY,11.96802,0.7566,0.654669,7.0236,1.1557,3271.64
2082,FOSTUE_freeONLY,13.09568,0.7556,0.582855,7.43748,1.29638,3730.15
2083,FOTNIN_freeONLY,33.62157,0.9098,0.270052,28.5353,3.36899,3097
2084,FOVPEN_freeONLY,6.90856,0.525,1.14952,3.45436,0.45671,970.402
2085,FOVPOX_freeONLY,5.86564,0.482,1.37707,3.51663,0.350018,589.582
2086,FOVPUD_freeONLY,5.92888,0.4776,1.38946,3.43151,0.343731,619.47
2087,FOWTOC_freeONLY,5.29743,0.4982,1.16444,3.61946,0.427845,972.722
2088,FOXHUX_freeONLY,5.2601,0.4984,1.14964,3.59083,0.433527,992.863
2089,FOXNIQ_freeONLY,4.81427,0.4018,2.0084,3.01832,0.200059,0
2090,FOXPUE_freeONLY,4.04437,0.4398,1.22292,2.70907,0.359631,0
2091,FOXQIT_charged,4.33583,0.41,1.39495,2.46874,0.293918,0
2092,FOZCAA_freeONLY,5.42627,0.5112,1.18996,3.59226,0.429593,685.695
2093,FUBDAI_freeONLY,8.13737,0.6726,1.22976,7.41793,0.546935,1666.45
2094,FUBDEM_freeONLY,8.59245,0.6832,1.19129,7.9025,0.573495,1735.7
2095,FUBDIQ_freeONLY,8.11684,0.6644,1.24691,7.23133,0.532838,1621.04
2096,FUBNOH_freeONLY,4.81179,0.4668,1.32608,3.53828,0.352014,524.944
2097,FUDGES_freeONLY,5.68042,0.564,1.14038,3.68381,0.494573,1096.33
2098,FUDQIF_freeONLY,4.3814,0.4502,1.57387,3.86214,0.286047,361.716
2099,FUFQUT_freeONLY,4.65517,0.5106,1.09701,2.94795,0.465448,0
2100,FUFREE_freeONLY,3.64255,0.3944,1.60368,3.09275,0.245935,0
2101,FUFTUX_freeONLY,4.85449,0.3826,1.36469,2.47395,0.280356,0
2102,FUHJOJ_freeONLY,6.00539,0.4792,1.24526,3.60827,0.384819,865.799
2103,FUHNIH_freeONLY,4.40612,0.4392,1.36114,3.28348,0.322672,0
2104,FUMHEC_freeONLY,4.19047,0.4284,1.27669,2.89967,0.335555,0
2105,FUMJAA_freeONLY,6.17852,0.5982,1.19325,5.2041,0.501319,1609.75
2106,FUNBAS_freeONLY,6.30412,0.5296,1.11042,4.59254,0.476938,1133.14
2107,FUNCAT_freeONLY,9.48772,0.6084,0.930198,8.77545,0.654055,1584.13
2108,FUNCEX_freeONLY,13.21557,0.7842,0.543761,12.47689,1.44218,3624.58
2109,FUNFOL_freeONLY,9.5586,0.6304,0.885143,7.20173,0.712201,1704.76
2110,FUNGAY_freeONLY,5.61963,0.4824,1.20855,3.40645,0.399156,676.066
2111,FUNLAD_freeONLY,6.24379,0.53,1.06947,4.83507,0.495574,1156.4
2112,FUQJUX_freeONLY,12.69722,0.7464,0.718278,8.47633,1.03915,2945.9
2113,FURFOP_freeONLY,4.93892,0.5202,1.22098,3.56519,0.42605,406.459
2114,FURQOZ01_ion_b,9.28425,0.5274,1.37609,8.43309,0.383259,796.865
2115,FURQUF_ion_b,8.81158,0.5082,1.41389,7.98715,0.359435,774.331
2116,FURRAM_freeONLY,10.403,0.6366,1.04916,9.40744,0.606772,1558.63
2117,FURREQ_freeONLY,10.33776,0.6312,1.05489,9.35961,0.598353,1537.05
2118,FURRIU_freeONLY,11.05152,0.6552,0.995058,9.97547,0.658454,1675.69
2119,FURROA_freeONLY,11.58923,0.6602,1.00075,10.47029,0.659706,1604.17
2120,FURRUG01_ion_b,7.84736,0.4582,1.57752,6.96591,0.290456,468.494
2121,FURRUG_ion_b,8.32809,0.4718,1.55213,6.43068,0.30397,503.018
2122,FURSES_freeONLY,5.13622,0.4932,1.59979,4.08548,0.30829,773.017
2123,FUSGOR_freeONLY,4.45942,0.4428,1.63733,2.91939,0.27044,0
2124,FUSMEM_freeONLY,10.20459,0.6304,1.06882,9.2057,0.589811,1513.23
2125,FUSMIQ_freeONLY,10.44819,0.6404,1.0407,9.48819,0.615354,1579.26
2126,FUSMOW_freeONLY,10.54817,0.643,1.03431,9.56428,0.621671,1596.94
2127,FUSMUC_freeONLY,10.39839,0.6396,1.04415,9.40181,0.612553,1573.66
2128,FUSNAJ_freeONLY,10.8347,0.6588,1.0024,9.87565,0.657225,1659.45
2129,FUSNEN_freeONLY,10.85037,0.6604,0.997622,9.87705,0.661974,1670.05
2130,FUSNIR_freeONLY,11.70294,0.6416,1.01253,10.66498,0.633661,1517.38
2131,FUSQUH_freeONLY,6.74859,0.5202,1.05193,4.59542,0.49452,1127.76
2132,FUSWIA_freeONLY,6.8215,0.6442,0.984162,4.65267,0.654567,2231.58
2133,FUTDII_freeONLY,10.10622,0.6404,0.871632,8.60837,0.734713,1745.28
2134,FUTJOV_freeONLY,4.42962,0.5122,1.74626,3.12648,0.293313,0
2135,FUTKEL_manual,6.71846,0.5708,0.983709,5.39444,0.580253,1640.79
2136,FUTTIZ_freeONLY,12.85599,0.7318,0.737111,4.31062,0.992795,2904.54
2137,FUTYEA_freeONLY,5.60643,0.6318,1.0369,4.51803,0.609316,2016.34
2138,FUTYOK_freeONLY,6.0154,0.6442,1.02626,4.82285,0.627713,1820.05
2139,FUTZAX_freeONLY,6.70042,0.6692,0.956816,6.11185,0.699403,2163.12
2140,FUTZEB_freeONLY,5.24587,0.611,1.0782,4.08263,0.566685,1798.98
2141,FUTZIF_freeONLY,5.6655,0.5678,1.2716,4.98419,0.446525,1249.51
2142,FUTZOK_freeONLY,4.72075,0.4794,1.76887,3.45827,0.27102,490.543
2143,FUTZOL_freeONLY,9.30232,0.6794,0.891296,6.36524,0.762261,2290.48
2144,FUVBAB_freeONLY,5.41797,0.6324,1.02127,4.41204,0.619229,2068.61
2145,FUVDEH01_freeONLY,7.23867,0.397,1.59448,5.86079,0.248984,334.414
2146,FUVDEH02_freeONLY,7.02003,0.3806,1.6404,5.91062,0.232017,301.134
2147,FUVDEH03_freeONLY,6.89105,0.3654,1.67548,5.80728,0.218087,297.36
2148,FUVDEH04_freeONLY,6.74437,0.3518,1.73737,6.14599,0.20249,285.189
2149,FUVDEH05_freeONLY,7.30465,0.3024,1.88786,6.40041,0.160181,232.53
2150,FUVDEH06_freeONLY,6.60161,0.3004,1.76662,5.99656,0.170042,229.169
2151,FUVDEH07_freeONLY,6.60769,0.2898,1.79524,6.00286,0.161427,225.146
2152,FUVDEH08_freeONLY,6.59075,0.278,1.83217,5.99281,0.151733,216.638
2153,FUVDEH09_freeONLY,7.0294,0.397,1.58635,5.84289,0.25026,330.314
2154,FUVDEH10_freeONLY,7.04062,0.3892,1.60692,5.87984,0.242203,318.104
2155,FUVDEH11_freeONLY,6.87873,0.3836,1.63822,5.8578,0.234156,310.921
2156,FUVDEH12_freeONLY,6.7205,0.372,1.66278,5.84346,0.223721,295.002
2157,FUVDEH13_freeONLY,6.5322,0.3658,1.69182,6.05224,0.216217,319.498
2158,FUVDEH_freeONLY,6.96664,0.3906,1.59803,5.8084,0.244426,322.187
2159,FUVFUZ_freeONLY,6.56118,0.2718,1.8467,5.97328,0.147181,216.632
2160,FUVGAG01_freeONLY,6.51649,0.2612,1.88251,5.95918,0.138751,207.834
2161,FUVGAG02_freeONLY,6.44753,0.2574,1.88939,5.88333,0.136235,206.876
2162,FUVGAG_freeONLY,6.54806,0.2642,1.86856,5.98797,0.141392,212.573
2163,FUWQIZ_freeONLY,9.41411,0.6712,0.861245,4.56532,0.779337,2871.29
2164,FUWXOL_SL,4.76594,0.5154,1.49774,4.4337,0.344119,831.539
2165,FUWYAY_freeONLY,3.37331,0.3542,2.09993,2.42786,0.168672,0
2166,FUXCOS_freeONLY,4.8198,0.4284,1.4521,4.16045,0.295021,421.799
2167,FUYCEJ_freeONLY,4.90132,0.6646,0.834486,3.779,0.796418,2876.28
2168,FUYCIN_freeONLY,11.38543,0.832,0.437316,11.12419,1.90251,4292.99
2169,FUYCUZ_freeONLY,12.25879,0.7496,0.924481,7.14465,0.810834,2362.89
2170,FUYKER_freeONLY,6.42799,0.4908,1.23785,4.66248,0.396495,868.602
2171,FUYZAB_ion_b,5.21141,0.3548,2.52362,3.3233,0.140592,170.45
2172,FUZKAN_freeONLY,5.06549,0.477,1.24948,3.23595,0.38176,0
2173,FUZPUN_freeONLY,4.74703,0.5838,1.02013,3.54387,0.572282,1146.44
2174,GABGOI_freeONLY,6.19829,0.5256,1.16905,3.31833,0.449596,876.825
2175,GABYUG_freeONLY,8.28187,0.5774,1.39429,3.85233,0.414117,1233.39
2176,GACBIY_freeONLY,6.86373,0.6408,0.980653,4.04314,0.653442,1938.33
2177,GACPUX_freeONLY,5.74605,0.5302,1.16518,3.65361,0.455038,943.744
2178,GACQAE_freeONLY,6.38061,0.653,0.950342,5.40144,0.687121,2135.87
2179,GACYER_freeONLY,11.44273,0.7388,0.773284,8.46463,0.955406,2659.79
2180,GADHIF_freeONLY,7.77769,0.5618,0.999796,3.11048,0.561915,0
2181,GADMAA_freeONLY,8.30223,0.517,1.62957,7.00364,0.317261,605.815
2182,GAFGEC_freeONLY,6.70517,0.5494,1.37564,3.42904,0.399377,1306.7
2183,GAFROX_freeONLY,8.04424,0.7058,0.809918,5.80897,0.871446,3223
2184,GAGQAI_freeONLY,15.6839,0.7036,0.790681,6.57182,0.889866,1737.81
2185,GAGSUF_freeONLY,11.05647,0.6268,1.5876,10.18291,0.39481,961.645
2186,GAGTEQ_freeONLY,4.84559,0.4452,1.85,2.57096,0.240649,0
2187,GAGXAP_freeONLY,3.94243,0.443,1.56507,2.51248,0.283054,0
2188,GAHSEQ_freeONLY,6.97486,0.5362,1.11103,6.39869,0.482615,1083.19
2189,GAHWIX_freeONLY,10.08038,0.7646,0.60655,7.02669,1.26057,4198.13
2190,GAHXUL_freeONLY,5.28974,0.5634,1.05699,3.50395,0.533021,999.25
2191,GAJVEU_charged,6.73207,0.5704,1.06231,4.73018,0.536941,1400.51
2192,GAJVIY_charged,5.63813,0.5626,1.03115,4.777,0.545603,1385.93
2193,GAJYUN_freeONLY,3.91796,0.4682,1.68434,3.19347,0.277973,0
2194,GAJZAU_freeONLY,4.24014,0.4766,1.66755,3.31542,0.285809,155.263
2195,GAJZEY_freeONLY,4.26966,0.4764,1.68577,3.31829,0.282601,155.199
2196,GAJZIC_freeONLY,4.25016,0.4758,1.73528,3.28487,0.274191,0
2197,GAJZOI_freeONLY,4.31854,0.4728,1.77806,3.31177,0.265907,154.851
2198,GAJZUO_freeONLY,4.27199,0.461,1.51653,3.26429,0.303983,0
2199,GAKBAX_freeONLY,4.35618,0.4728,1.75787,3.26015,0.268962,0
2200,GAKTET_freeONLY,4.25974,0.4394,1.27924,3.36532,0.343485,433.21
2201,GALCAZ_freeONLY,7.51924,0.5068,1.17363,6.97754,0.431822,1004.78
2202,GALFAB_freeONLY,5.55868,0.4566,1.2617,3.43749,0.361893,626.635
2203,GALHOS_ion_b,10.40242,0.5764,0.962357,4.28813,0.598946,1244.54
2204,GALJAG_freeONLY,7.13587,0.6726,0.8258,6.98688,0.814482,2662.15
2205,GAMFEI_freeONLY,7.53059,0.5782,1.13363,4.20216,0.510042,1332.73
2206,GAMSOD_freeONLY,4.58378,0.4784,1.46841,3.14009,0.325795,0
2207,GAMTAQ_freeONLY,4.4225,0.4628,1.53406,2.78377,0.301683,0
2208,GAMTEU_freeONLY,4.52625,0.4664,1.54035,2.67576,0.302787,0
2209,GAMTIY_freeONLY,4.50059,0.466,1.55831,2.64898,0.299042,0
2210,GAMTOE_freeONLY,3.58005,0.359,1.93605,2.59888,0.185429,0
2211,GAMTUK_freeONLY,3.56557,0.3506,1.92313,2.58072,0.182307,0
2212,GANBAZ01_freeONLY,5.75558,0.6488,1.29703,4.5162,0.500218,1080.7
2213,GANBAZ02_freeONLY,5.94516,0.666,1.06833,4.40671,0.623402,1763.7
2214,GANBAZ_freeONLY,5.94353,0.6514,1.27209,4.52828,0.51207,1120.3
2215,GANBED01_freeONLY,5.7155,0.462,1.35513,2.63943,0.340927,0
2216,GANBED02_freeONLY,5.89181,0.6786,0.915211,5.00048,0.741468,2379.99
2217,GANBED_freeONLY,6.15693,0.6738,0.928453,4.36932,0.725723,2329.14
2218,GANBIH_freeONLY,7.19995,0.5366,1.06228,5.0012,0.505138,1216.41
2219,GAPDEH_freeONLY,4.06996,0.3496,1.59955,3.18947,0.218561,0
2220,GAQYIH_freeONLY,20.25844,0.8486,0.559917,8.96976,1.51558,3799.24
2221,GARLOD_freeONLY,5.06287,0.481,1.35934,3.71058,0.353849,564.382
2222,GARLUJ_freeONLY,5.06269,0.4828,1.36578,3.67773,0.353497,560.561
2223,GARMAQ_freeONLY,5.04892,0.4816,1.38046,3.70321,0.348869,555.328
2224,GARQAU_freeONLY,7.22233,0.5324,1.05141,4.73121,0.50637,1056.54
2225,GARTUR_freeONLY,11.12255,0.6464,1.41162,10.84777,0.457912,1076.44
2226,GASSUR_freeONLY,7.13166,0.616,1.0643,6.36797,0.578785,1590.2
2227,GATBUZ_charged,6.90621,0.542,1.10396,5.13941,0.490962,1145.95
2228,GATHAL_freeONLY,3.98214,0.4966,1.23574,3.00883,0.401863,0
2229,GATJIV_charged,12.96226,0.5716,0.970833,9.06013,0.588772,885.487
2230,GATQIE_freeONLY,8.12277,0.6956,0.874493,6.57853,0.795433,2861.21
2231,GAVYAG_freeONLY,5.30344,0.5266,1.18769,3.91416,0.443383,906.183
2232,GAWBEM_freeONLY,3.34688,0.3554,1.90851,2.72795,0.186218,0
2233,GAWCUF_freeONLY,5.14591,0.5036,1.20211,3.62459,0.418931,916.058
2234,GAWJEV_freeONLY,4.64069,0.4196,1.63583,2.71868,0.256506,0
2235,GAWKEW_freeONLY,5.27176,0.3998,3.96512,3.06194,0.100829,0
2236,GAWLIB_freeONLY,5.20646,0.394,1.91609,4.39253,0.205627,219.225
2237,GAWMOI_freeONLY,3.94752,0.3934,1.94057,2.62342,0.202724,0
2238,GAXDIS10_freeONLY,5.63603,0.6636,1.31969,3.80534,0.502846,1513.03
2239,GAXGOD_freeONLY,5.08632,0.4256,1.30836,3.052,0.325293,0
2240,GAXKOH_freeONLY,9.78617,0.6186,0.959935,8.86105,0.644419,1763
2241,GAXQIH_freeONLY,5.17093,0.4372,1.36553,4.52481,0.320168,573.505
2242,GAXWEJ_freeONLY,4.40485,0.3854,1.76808,2.71207,0.217977,0
2243,GAYFOD_freeONLY,5.97544,0.626,1.15207,5.52117,0.543372,1306.25
2244,GAYFUJ_freeONLY,5.68191,0.6252,1.29989,5.17685,0.480962,1460.97
2245,GAZLAW_freeONLY,5.89078,0.5156,1.13599,3.42545,0.453877,954.205
2246,GAZZIS01_charged,11.17851,0.6862,0.716256,7.92037,0.958038,2578.36
2247,GAZZIS02_charged,11.20436,0.6876,0.711008,7.94034,0.967078,2640.79
2248,GAZZIS03_charged,11.21713,0.6888,0.708632,7.9594,0.972013,2646
2249,GAZZIS04_charged,11.31495,0.6916,0.701206,8.02511,0.986301,2630.91
2250,GAZZIS05_charged,11.58602,0.6964,0.694521,8.06264,1.0027,2640.77
2251,GAZZIS_charged,11.11626,0.6858,0.721226,7.91904,0.950881,2603.58
2252,GEBCAT_freeONLY,4.03535,0.4278,1.59965,3.58726,0.267434,448.474
2253,GEBPEK_freeONLY,17.98452,0.837,0.462491,9.34908,1.80977,4182.35
2254,GEBSAJ_freeONLY,5.78022,0.414,2.94845,5.25567,0.140413,345.147
2255,GECRAI_charged,3.60124,0.3438,1.90766,2.59232,0.180221,0
2256,GEDDAW_freeONLY,5.40038,0.499,1.44344,3.86455,0.345701,773.306
2257,GEDLIM_freeONLY,7.1997,0.523,1.13684,3.30533,0.460048,0
2258,GEDPAH_freeONLY,5.37621,0.3992,1.33182,4.27212,0.299741,654.515
2259,GEDQOX_freeONLY,5.17054,0.5296,1.29826,3.9957,0.407929,644.174
2260,GEDQUD_charged,5.25686,0.5522,1.25709,3.77734,0.43927,1032.45
2261,GEDREO_freeONLY,5.42177,0.5154,1.35322,3.28289,0.380869,0
2262,GEDROY_freeONLY,4.43638,0.5034,1.36749,3.12737,0.368119,0
2263,GEDRUE_freeONLY,4.8974,0.5036,1.33551,3.84717,0.377086,723.839
2264,GEDSUF_freeONLY,6.03936,0.545,1.24411,4.02319,0.438065,1035.4
2265,GEDTAM_freeONLY,5.45503,0.5144,1.30082,3.81869,0.395442,814.347
2266,GEFFUT_freeONLY,4.05666,0.4134,1.37571,2.59379,0.3005,0
2267,GEFYUN_freeONLY,6.73786,0.5478,1.04811,6.27962,0.522657,1335.23
2268,GEFZAU_freeONLY,6.43441,0.5466,0.991134,5.83045,0.55149,1385.58
2269,GEGBEB_freeONLY,4.72277,0.517,1.2393,2.87447,0.417171,0
2270,GEGBOL_freeONLY,4.71731,0.5178,1.23961,2.89405,0.417711,0
2271,GELJAJ_freeONLY,4.01632,0.4348,1.41565,2.59819,0.307138,0
2272,GELVEZ01_freeONLY,3.8103,0.4852,1.43691,2.63566,0.33767,0
2273,GELVEZ02_freeONLY,3.82815,0.4794,1.43716,2.55625,0.333575,0
2274,GELVEZ_freeONLY,3.84426,0.4886,1.42688,2.61776,0.342426,0
2275,GELVID01_freeONLY,3.57252,0.4574,1.58898,2.40588,0.287858,0
2276,GELVID_freeONLY,3.61966,0.4652,1.57413,2.43534,0.295528,0
2277,GEPDEM_freeONLY,4.04004,0.4392,1.5398,3.07077,0.285231,0
2278,GERNOI_freeONLY,6.93892,0.5412,1.05982,3.80818,0.510651,1202.05
2279,GERPUP_freeONLY,8.51519,0.5678,1.47529,7.38328,0.384873,742.686
2280,GERWEH_freeONLY,7.38379,0.5874,1.19057,3.34903,0.493378,1103.71
2281,GERWIL_charged,4.68243,0.4944,1.23256,2.43038,0.401116,0
2282,GERWOR_charged,4.97116,0.538,1.15577,3.27603,0.465489,0
2283,GESBOW_charged,9.3261,0.5642,1.20544,6.791,0.468044,1387.02
2284,GESBUC_charged,11.6643,0.6028,1.20476,6.15098,0.50035,1354.07
