No,name,LCD,VF,Density,PLD,Va,ASA
5366,OWEYOF_freeONLY,6.37079,0.5498,1.04803,4.45129,0.524602,1354.11
5367,OWIHEJ_freeONLY,7.35052,0.6108,1.33314,7.17386,0.458167,1222.45
5368,OWIHIN_freeONLY,7.33344,0.6104,1.33826,7.17038,0.456115,1220.41
5369,OWIHOT_freeONLY,7.42387,0.6134,1.32488,7.28396,0.462986,1233.75
5370,OWIHUZ_freeONLY,7.37728,0.613,1.32559,7.20219,0.462436,1236.07
5371,OWIJAH_freeONLY,7.38305,0.6114,1.32603,7.21509,0.461074,1228.17
5372,OWIJEL_freeONLY,7.46814,0.612,1.32685,7.33893,0.461241,1236.26
5373,OWIJIP_freeONLY,7.46558,0.6126,1.3287,7.33479,0.461053,1242.18
5374,OWIJOV_freeONLY,7.41619,0.6148,1.32565,7.28781,0.463773,1248.7
5375,OWIKAI_freeONLY,3.60224,0.3168,2.2573,2.65234,0.140345,0
5376,OWUHOF_freeONLY,4.75469,0.4754,1.27968,2.59555,0.371499,0
5377,OWUJIB_freeONLY,4.40092,0.4664,1.36193,2.42813,0.342455,0
5378,OWUWOU_freeONLY,4.936,0.5118,1.18684,4.00633,0.431228,854.925
5379,OXALAB_freeONLY,7.26534,0.6488,0.828762,5.19998,0.782855,2528.62
5380,OXALEF_freeONLY,7.18754,0.6438,0.839237,5.18545,0.767126,2441.67
5381,OXALIJ_ion_b,7.03961,0.627,0.942672,4.95922,0.66513,2019.09
5382,OXALOP_freeONLY,5.88824,0.5422,1.16091,4.11022,0.467045,1044.85
5383,OXALUV_SL,9.15018,0.7128,0.800855,6.54946,0.890045,2899.33
5384,OXAMEG_freeONLY,5.69878,0.5086,1.4469,4.15176,0.351509,738.246
5385,OXANOR_freeONLY,5.61626,0.4776,1.31022,3.94053,0.364519,666.924
5386,OXANUX_freeONLY,5.44692,0.5026,1.26211,3.89192,0.398222,837.477
5387,OXAPAF_freeONLY,5.22288,0.4854,1.29111,3.96101,0.375955,663.678
5388,OXEVOE_freeONLY,5.9996,0.5,1.32095,4.29075,0.378515,595.785
5389,OXITOF_freeONLY,5.67977,0.4492,1.43355,4.6427,0.313348,600.493
5390,OXOLAP_SL,19.10077,0.7556,0.601751,13.85784,1.25567,1980.93
5391,OXUPUT_freeONLY,9.06209,0.4924,2.12944,7.90877,0.231235,486.879
5392,OYAJIJ02_freeONLY,10.70872,0.6626,1.40706,8.94342,0.47091,1344.95
5393,OYAKAC02_freeONLY,10.84931,0.6618,1.42421,8.93162,0.464679,1332.94
5394,OYEBIE_freeONLY,4.32918,0.4406,1.30553,3.14649,0.337488,0
5395,OYERER_freeONLY,14.32515,0.813,0.523156,11.45272,1.55403,4381.43
5396,OYEROB_freeONLY,8.47841,0.5552,1.27212,5.52151,0.436438,1061.31
5397,OYEWIA_freeONLY,8.41815,0.6618,0.801172,5.74078,0.82604,2386.97
5398,OYIVIC_freeONLY,4.50358,0.507,1.34337,3.01928,0.377408,0
5399,OYIVOI_freeONLY,5.54513,0.5594,1.34386,4.92009,0.416262,959.889
5400,OYUSAD_charged,6.75607,0.622,1.13784,4.84046,0.546649,1932.88
5401,OZUKOK_freeONLY,3.16387,0.3182,2.45915,2.62769,0.129394,0
5402,OZUKOL_freeONLY,11.66314,0.6578,1.07501,11.04095,0.611902,1461.09
5403,OZUKUR01_freeONLY,12.01352,0.663,1.05614,11.22659,0.627757,1479.9
5404,OZUKUR_freeONLY,11.77684,0.6592,1.07383,11.08852,0.613879,1461.37
5405,OZULAY_freeONLY,11.76704,0.6546,1.07223,10.98127,0.610504,1462.75
5406,OZULUS_freeONLY,11.30509,0.6386,1.32172,10.53212,0.483157,1162.31
5407,OZUMAZ01_freeONLY,11.42001,0.6378,1.32181,10.68224,0.482518,1156.43
5408,OZUMAZ_freeONLY,11.32593,0.6396,1.32216,10.60044,0.483754,1160.14
5409,OZUMIH_freeONLY,11.34307,0.6412,1.32207,10.585,0.484999,1162.75
5410,PACGIM_freeONLY,5.65368,0.6236,1.06639,3.93876,0.584777,1950.82
5411,PACHUZ_freeONLY,6.79007,0.4264,1.70316,4.6859,0.250358,359.703
5412,PACWOG_freeONLY,6.59434,0.4848,1.38494,3.00655,0.350051,0
5413,PACZOK_freeONLY,12.17943,0.6644,1.25962,4.73179,0.527461,1564.19
5414,PACZUQ_freeONLY,6.93068,0.4772,1.54491,4.23947,0.308886,586.213
5415,PADBAZ_charged,7.27183,0.447,1.80524,4.3116,0.247613,456.069
5416,PADHIM_freeONLY,4.89943,0.4582,2.15706,3.0444,0.212418,0
5417,PAFMUH_freeONLY,4.1569,0.4138,1.56689,3.45207,0.26409,236.339
5418,PAFNAO_freeONLY,4.15703,0.3706,1.73415,3.0112,0.213707,0
5419,PAFNES_freeONLY,4.39083,0.4462,1.45442,3.52016,0.306789,433.104
5420,PAGFUZ_freeONLY,4.03956,0.5056,1.92227,3.05124,0.263022,0
5421,PAHPOG_freeONLY,7.73062,0.5924,0.954052,5.40152,0.620931,1740.2
5422,PAJSAX_freeONLY,11.72543,0.6882,0.847503,11.19673,0.812032,1974.24
5423,PAKXIK_freeONLY,5.16975,0.477,1.42653,3.29151,0.334377,0
5424,PALTON_freeONLY,12.85281,0.6634,0.747222,10.88454,0.887822,2367.14
5425,PAMHIW_freeONLY,9.2687,0.6164,0.952087,4.50421,0.64742,1361.64
5426,PAMTII_freeONLY,12.14001,0.6786,1.01735,4.65711,0.66703,1629.88
5427,PAMTOO_freeONLY,12.35154,0.683,0.985727,4.74796,0.692889,1658.61
5428,PAMTUU_freeONLY,12.40087,0.6668,0.969988,4.7319,0.687431,1696.46
5429,PAMVEG_freeONLY,4.06328,0.4276,1.30742,3.71255,0.327056,227.753
5430,PANRUS01_freeONLY,6.92222,0.5502,1.49083,3.22016,0.369057,0
5431,PANYEL_freeONLY,4.84206,0.455,1.39263,2.81047,0.326721,0
5432,PANYOU_charged,5.36231,0.5298,1.15349,4.92388,0.459302,1077.42
5433,PAPNUR_freeONLY,3.73346,0.409,1.5932,2.92456,0.256716,0
5434,PAPPAZ_freeONLY,3.89479,0.4426,1.21711,2.49138,0.36365,0
5435,PAPPED_freeONLY,3.63331,0.4532,1.17812,2.44359,0.384681,0
5436,PAPPIH_freeONLY,3.83347,0.4648,1.15257,2.61175,0.403272,0
5437,PAPROO_freeONLY,7.19025,0.4326,1.91608,5.05276,0.225774,449.664
5438,PAPRUU_freeONLY,7.39284,0.438,1.80811,4.83476,0.242241,448.345
5439,PAPVAF_freeONLY,8.42368,0.673,0.952879,5.13295,0.706281,2328.5
5440,PAPXUB_freeONLY,4.14867,0.4056,1.41027,3.74838,0.287604,269.572
5441,PAQDAP_freeONLY,4.5268,0.4126,1.39574,2.75072,0.295614,0
5442,PAQJUM_freeONLY,6.1772,0.5026,1.68004,2.70883,0.299159,0
5443,PAQTOS_freeONLY,5.12845,0.4242,1.49187,3.67184,0.284342,440.311
5444,PAQVEK_freeONLY,5.27989,0.502,1.11804,4.58936,0.449,1000.66
5445,PARHAS_freeONLY,6.90619,0.6228,0.83473,6.37667,0.746109,2040.42
5446,PARHEW_freeONLY,7.38605,0.6556,0.756007,6.67234,0.867188,2516.8
5447,PARKUQ01_freeONLY,6.67552,0.6446,1.17133,5.18428,0.550316,1753.92
5448,PARKUQ_charged,5.67135,0.5352,1.3438,5.18154,0.398274,954.722
5449,PARMIG_freeONLY,4.62483,0.4652,1.33462,4.28304,0.348565,594.261
5450,PARNIH_freeONLY,8.32489,0.6136,0.959583,6.77668,0.639444,1515.46
5451,PARNON_freeONLY,6.42588,0.4862,1.1959,5.22124,0.406554,931.088
5452,PARPII_freeONLY,2.91901,0.389,1.43708,2.58681,0.270689,0
5453,PARVUB_freeONLY,4.97222,0.3916,1.37288,2.54199,0.285239,0
5454,PASKAX_freeONLY,4.53301,0.399,1.51238,2.83696,0.263822,0
5455,PATLON_freeONLY,3.96425,0.2736,2.41965,3.04978,0.113074,0
5456,PAVKIH_charged,8.78156,0.5538,1.29997,6.51511,0.42601,987.968
5457,PAVLOO_freeONLY,4.63098,0.5494,1.36764,4.29599,0.401715,678.171
5458,PAVMAB_freeONLY,4.70831,0.553,1.34518,4.3739,0.411097,717.073
5459,PAXWOB_freeONLY,4.51056,0.5848,1.76504,3.21115,0.331324,0
5460,PEBCAA_freeONLY,4.95801,0.528,1.91134,3.02326,0.276245,0
5461,PEBNEP_freeONLY,4.70974,0.4064,1.47945,3.99855,0.274697,215.966
5462,PECLEP_freeONLY,5.39206,0.492,1.26009,3.58035,0.390447,947.27
5463,PEDMOB_freeONLY,6.13543,0.4366,1.55896,5.59613,0.280059,573.418
5464,PEDRIA_freeONLY,15.09269,0.8114,0.589901,7.93434,1.37549,3806.46
5465,PEFJUF_freeONLY,6.61682,0.6212,1.19245,6.0615,0.520944,1734.53
5466,PEFRID01_freeONLY,5.35455,0.5206,1.37871,3.25752,0.3776,0
5467,PEFRID_freeONLY,8.85451,0.623,1.06594,6.55526,0.584463,1573.76
5468,PEFRUP01_freeONLY,5.45199,0.5262,1.38141,3.48549,0.380914,937.663
5469,PEFSEA_freeONLY,4.38811,0.5232,1.28358,2.87938,0.407611,0
5470,PEFSUQ_freeONLY,6.71056,0.5094,1.19472,3.90525,0.426377,732.768
5471,PEFTAX_freeONLY,4.53798,0.4986,1.28344,2.87105,0.388489,0
5472,PEGBAG_freeONLY,4.42914,0.4708,1.43063,3.59275,0.329086,370.719
5473,PEGBUA_freeONLY,4.24178,0.474,1.42808,3.44241,0.331915,379.715
5474,PEGCAH_freeONLY,4.41751,0.4816,1.40923,3.55963,0.341747,460.035
5475,PEGCEL_freeONLY,4.60881,0.4938,1.36646,3.89017,0.361373,556.224
5476,PEGCIP_freeONLY,5.4738,0.4986,1.25715,4.48561,0.39661,940.781
5477,PEHQID_neutral,5.14211,0.5232,1.46568,3.77935,0.356968,780.78
5478,PEHTON_freeONLY,5.79765,0.488,1.25943,4.80371,0.387478,793.161
5479,PEJFEQ_freeONLY,3.45673,0.378,2.56138,2.75252,0.147577,0
5480,PEJFIU_freeONLY,4.46047,0.4016,2.50933,2.9683,0.160043,0
5481,PEJFOA_freeONLY,3.9176,0.4136,2.32718,3.26833,0.177726,0
5482,PEJFUG_freeONLY,5.6094,0.4916,2.02674,5.1902,0.242558,470.404
5483,PEJMOI_freeONLY,7.36366,0.4672,1.8669,4.23262,0.250255,501.813
5484,PEJMUN_charged,5.3558,0.5588,1.04887,3.67159,0.532765,1339.34
5485,PEJMUO_freeONLY,12.04401,0.6952,1.30704,4.7025,0.53189,1712.4
5486,PEJNUP_freeONLY,9.7414,0.7412,0.771129,9.14394,0.961188,2942.66
5487,PEJPAX_charged,7.32167,0.6272,0.938297,6.47359,0.668445,1780.76
5488,PEJPIF_charged,5.04054,0.5342,1.26802,3.8225,0.421285,924.846
5489,PEKCUF_freeONLY,8.20333,0.6318,0.837121,5.43297,0.754729,2311.61
5490,PEKDAM_freeONLY,5.86815,0.5878,0.952484,4.17599,0.617123,1745.48
5491,PEKDEQ_freeONLY,6.37859,0.5154,1.1046,4.04547,0.466596,946.825
5492,PEKKAS_freeONLY,3.45164,0.526,1.79576,2.93856,0.292913,0
5493,PEKVUY_freeONLY,3.76479,0.3768,3.12049,2.81619,0.12075,0
5494,PEKZIP_freeONLY,4.53518,0.4398,1.41548,4.08657,0.310708,437.397
5495,PELGOE_freeONLY,4.61976,0.4864,1.2415,3.64503,0.391784,624.383
5496,PELQII_freeONLY,8.88109,0.705,0.685068,7.1819,1.0291,2978.19
5497,PELRAB_freeONLY,3.40218,0.4086,1.34257,2.89523,0.304342,0
5498,PELXIP_freeONLY,4.39376,0.4422,1.86892,2.88752,0.236608,0
5499,PEMGEV_freeONLY,5.81147,0.4866,1.41497,5.44043,0.343895,741.327
5500,PEMGIZ_charged,4.80245,0.4566,1.44001,3.4721,0.31708,446.806
5501,PEMRIK_freeONLY,6.31603,0.5532,1.18528,3.45605,0.466723,1010.57
5502,PENNAZ_freeONLY,8.96214,0.6444,1.0679,6.56879,0.60343,1617.9
5503,PENNIH_freeONLY,6.3502,0.547,1.08381,4.1996,0.504702,1385.95
5504,PENNON_freeONLY,7.9329,0.7318,0.684898,6.23525,1.06848,3777.17
5505,PENNUT_freeONLY,5.51848,0.5072,1.34514,4.07497,0.377061,948.789
5506,PENYIR_freeONLY,5.70014,0.4888,1.72099,3.65365,0.284022,482.518
5507,PENZIS_freeONLY,5.20436,0.653,1.48152,4.63461,0.440764,1243.27
5508,PENZUE_freeONLY,3.89114,0.4122,1.63624,3.09221,0.25192,0
5509,PEPBAO_freeONLY,5.10254,0.4934,1.42412,3.95909,0.34646,585.559
5510,PEPFAT_freeONLY,10.91726,0.628,1.11847,6.85852,0.56148,1458.07
5511,PEPKOL_freeONLY,4.51864,0.42,1.52523,3.40095,0.275368,320.112
5512,PEPKUR_freeONLY,4.38796,0.4116,1.51141,3.85266,0.272329,381.159
5513,PEPLAY_freeONLY,6.74837,0.6178,1.05651,6.3776,0.584755,1529.25
5514,PEPLEC_freeONLY,7.22831,0.618,1.03011,6.81306,0.599935,1594
5515,PEPLIG_freeONLY,6.77242,0.6148,1.04905,6.39006,0.586054,1539.38
5516,PEPLOM_freeONLY,5.48105,0.5572,1.20095,5.23227,0.463966,1079.37
5517,PEQFAT_freeONLY,10.43958,0.658,1.12649,6.70442,0.584116,1612.19
5518,PEQTIQ_freeONLY,4.17022,0.3994,1.77622,3.04853,0.22486,0
5519,PEQTUB_freeONLY,5.64662,0.6342,1.886,5.07621,0.336268,1346.52
5520,PESTUD_freeONLY,4.29451,0.4078,1.52203,3.77014,0.267931,364.183
5521,PETNOS_freeONLY,4.14513,0.4244,2.28542,2.83276,0.185699,0
5522,PETWES_freeONLY,8.84744,0.6838,0.910066,7.28374,0.751374,2036.47
5523,PETWIW_freeONLY,8.64175,0.6724,0.936726,7.19008,0.717819,1861.03
5524,PETWOC_freeONLY,7.75567,0.5942,1.75858,4.10314,0.337886,982.075
5525,PETWUI_freeONLY,10.45034,0.6262,1.62216,5.06087,0.386029,1219.66
5526,PEVBUP_freeONLY,4.52358,0.3488,1.89752,2.93609,0.183818,0
5527,PEVJOQ_freeONLY,2.98563,0.3724,1.53361,2.46263,0.242825,0
5528,PEVLEJ_freeONLY,2.89324,0.2894,2.3309,2.49099,0.124158,0
5529,PEVLIN_freeONLY,3.09331,0.3332,2.11111,2.58213,0.157831,0
5530,PEVQIQ_freeONLY,5.1676,0.3972,2.21238,2.65141,0.179535,0
5531,PEVXAQ_freeONLY,4.66861,0.4138,1.38767,3.63805,0.298198,357.043
5532,PEVYUM_freeONLY,4.01364,0.43,1.38412,3.19633,0.310666,0
5533,PEVZAT_freeONLY,3.95096,0.4324,1.39135,3.16384,0.310777,0
5534,PEWDAY_freeONLY,4.88885,0.4794,1.46266,2.88033,0.32776,0
5535,PEWFII01_freeONLY,4.02017,0.4264,2.408,2.75196,0.177076,0
5536,PEWFII_freeONLY,4.14011,0.4206,2.40119,2.74504,0.175163,0
5537,PEWGEF_freeONLY,8.37054,0.5916,1.23444,4.05877,0.479245,1095.07
5538,PEWKOT_freeONLY,5.45411,0.457,1.65307,3.32069,0.276455,264.155
5539,PEWLUA_freeONLY,17.77125,0.7822,0.618498,5.05152,1.26468,3793.72
5540,PEWXUL01_freeONLY,5.54275,0.5124,1.0598,4.60824,0.483488,996.092
5541,PEWXUL_freeONLY,5.34544,0.5136,1.05997,4.38509,0.48454,1016.58
5542,PEXBIF01_freeONLY,3.97196,0.4204,1.51778,3.02301,0.276983,0
5543,PEXBIF_freeONLY,4.0229,0.437,1.47447,3.2242,0.296377,0
5544,PEXTUI_freeONLY,4.59753,0.5406,1.54739,3.7853,0.349361,793.264
5545,PEYPAM_SL,6.47723,0.5238,1.38224,4.9888,0.378951,1015.27
5546,PEYPIU_freeONLY,4.73554,0.4704,1.41341,3.50341,0.332812,598.124
5547,PEYSIW_freeONLY,5.69089,0.5102,1.0552,4.7197,0.483511,978.576
5548,PEYVEV_freeONLY,8.8911,0.6028,1.4909,3.19904,0.404321,0
5549,PIBPAS01_freeONLY,10.22467,0.6484,0.904434,9.87308,0.716913,1851.98
5550,PIBPAS_freeONLY,10.02705,0.6458,0.905218,9.63343,0.71342,1864.01
5551,PICTIG_freeONLY,7.17773,0.65,0.956819,5.19524,0.679334,2227.87
5552,PIDMEV01_freeONLY,7.48133,0.5374,1.1593,2.96978,0.463554,0
5553,PIDMEV_freeONLY,7.7619,0.5902,1.03258,4.42953,0.57158,1635.19
5554,PIDNEX_freeONLY,15.32333,0.8254,0.488773,11.13291,1.68872,3834.91
5555,PIDNIB_freeONLY,5.00704,0.5444,1.27902,2.62164,0.425638,0
5556,PIGHIX01_freeONLY,4.25504,0.4582,1.29423,3.06381,0.354033,0
5557,PIGHIX_freeONLY,4.27166,0.4778,1.25505,3.21122,0.380702,0
5558,PIGXAF_freeONLY,4.48463,0.4888,2.16298,2.94053,0.225984,0
5559,PIGXUZ_freeONLY,4.56718,0.408,1.41248,3.56694,0.288854,367.114
5560,PIHNUQ_freeONLY,4.36505,0.4114,1.46153,3.62057,0.281486,273.71
5561,PIHWAG_freeONLY,5.79622,0.4658,1.42559,4.83967,0.326741,782.802
5562,PIHWOU_freeONLY,4.6487,0.5644,1.74456,3.54073,0.32352,600.749
5563,PIJDIX_freeONLY,5.30724,0.5814,1.71921,3.52085,0.338178,656.369
5564,PIJJEZ_freeONLY,14.75395,0.656,0.935418,5.96588,0.70129,1927.56
5565,PIJJOI_freeONLY,6.12931,0.5414,1.09199,4.00789,0.495791,786.767
5566,PIJROR_freeONLY,5.79686,0.471,1.43314,4.83163,0.328648,782.198
5567,PIQFIG_freeONLY,9.19593,0.7756,0.691873,7.79711,1.12101,3370.77
5568,PIQMOT_freeONLY,6.47127,0.4866,1.23035,5.32823,0.395496,873.471
5569,PIQMUZ_freeONLY,4.75987,0.4688,1.1932,3.83132,0.392892,501.645
5570,PIRYOF_freeONLY,4.12606,0.4818,1.28091,2.47899,0.376139,0
5571,PITRIU_freeONLY,5.1118,0.5244,1.181,3.9203,0.44403,1149.77
5572,PIVBEC_freeONLY,13.0782,0.7336,0.80392,8.56507,0.912528,2705.04
5573,PIVWAT_freeONLY,3.93261,0.384,1.61403,3.24889,0.237914,0
5574,PIWSEV_freeONLY,8.1275,0.6262,0.917643,6.47279,0.6824,1980.12
5575,PIYZAZ_freeONLY,7.00061,0.7414,1.03548,5.66568,0.715993,2572.62
5576,PIYZED01_freeONLY,6.96517,0.7254,1.04478,5.63588,0.694307,2513.83
5577,PIYZED02_freeONLY,6.95041,0.7248,1.04842,5.62583,0.691323,2503.87
5578,PIYZED03_freeONLY,6.91935,0.7212,1.05779,5.60013,0.681798,2475.74
5579,PIYZED_freeONLY,7.00442,0.7278,1.03221,5.67284,0.705091,2546.21
5580,PIZHOX_freeONLY,5.65864,0.5488,1.12436,4.53562,0.488099,1127.01
5581,PIZPIX02_freeONLY,3.85428,0.4804,1.91668,3.40718,0.250642,225.572
5582,PIZQUM_freeONLY,5.38703,0.5254,1.21672,4.44024,0.431815,977.523
5583,PIZRAT_freeONLY,5.69309,0.5368,1.18335,4.64481,0.453627,1020.06
5584,PIZRUN_freeONLY,5.3818,0.5248,1.2127,4.43333,0.432754,987.011
5585,PIZSAU_freeONLY,5.7096,0.5404,1.18019,4.51588,0.457893,1032.05
5586,POBGAQ01_freeONLY,13.29282,0.769,0.466279,10.46232,1.64923,3575.87
5587,POBGAQ_freeONLY,12.10195,0.7308,0.53152,9.86984,1.37493,3588.78
5588,POBJIB_freeONLY,4.44888,0.5136,1.47992,3.51511,0.347045,669.692
5589,POBNEA_freeONLY,12.6133,0.7374,0.646582,10.84896,1.14046,2712.69
5590,POBYAH_charged,5.61208,0.4562,3.11106,3.90993,0.146638,360.397
5591,POCPAZ_freeONLY,5.1659,0.4318,1.32933,3.95314,0.324824,395.338
5592,POCRAB_freeONLY,5.23607,0.4712,1.32487,3.48613,0.355657,660.114
5593,POFGUO_freeONLY,5.1465,0.5678,0.93374,3.74676,0.608092,1711.3
5594,POFSIN01_freeONLY,6.99195,0.7274,1.04057,5.64457,0.699041,2519.27
5595,POFSIN02_freeONLY,6.98557,0.7252,1.04143,5.64932,0.69635,2525.91
5596,POFSIN03_freeONLY,6.95953,0.7258,1.04557,5.63255,0.694164,2510.51
5597,POFSIN04_freeONLY,6.97392,0.7262,1.04699,5.62462,0.69361,2499.1
5598,POFSIN_freeONLY,6.96628,0.7246,1.04283,5.64795,0.694838,2524.58
5599,POHCOG_freeONLY,6.03433,0.5212,1.54389,4.98914,0.33759,835.809
5600,POHMAC_freeONLY,3.17068,0.3872,1.99309,2.41121,0.194272,0
5601,POHWIU_freeONLY,15.94965,0.8084,0.468631,10.39364,1.72502,4244.56
5602,POJTUE_freeONLY,2.98206,0.425,1.58829,2.71894,0.267584,0
5603,POKGEC_freeONLY,4.44927,0.491,1.23366,3.87743,0.398001,243.338
5604,POKSAL_freeONLY,3.77512,0.3686,2.18097,2.42588,0.169007,0
5605,POKSIT_freeONLY,4.05029,0.3618,2.15699,2.98961,0.167733,0
5606,POKTIU_freeONLY,3.92287,0.346,2.17188,2.50722,0.159309,0
5607,POKTUG_freeONLY,4.00604,0.3582,2.12797,3.07895,0.168329,0
5608,POKVAO_freeONLY,3.85732,0.3626,2.11277,2.87025,0.171623,0
5609,POKVIW_freeONLY,3.96974,0.364,2.14594,2.78493,0.169623,0
5610,POLBAT_freeONLY,4.56307,0.4158,2.50493,2.807,0.165993,0
5611,POLBEX_freeONLY,8.55331,0.5414,1.98623,7.31354,0.272577,578.559
5612,POLBIB_freeONLY,4.34436,0.4142,2.00219,3.15197,0.206873,0
5613,POLBUN_freeONLY,4.31477,0.4488,2.39943,3.58843,0.187045,279.272
5614,POLDOK_freeONLY,5.06326,0.4724,1.44271,4.95206,0.327439,347.204
5615,POLDUQ_freeONLY,5.0902,0.471,1.44184,4.98067,0.326666,361.01
5616,POLNAG_freeONLY,4.25482,0.467,1.51111,2.95665,0.309045,0
5617,POLYEW_freeONLY,5.14291,0.4678,1.21883,3.60228,0.38381,635.173
5618,PONPOX_freeONLY,4.5617,0.4606,2.3716,3.77666,0.194215,360.095
5619,POQKAI_freeONLY,3.6073,0.4162,2.51254,2.68378,0.165649,0
5620,POQQES_freeONLY,5.18137,0.4158,2.03258,2.55499,0.204568,0
5621,POQXAV_charged,3.66962,0.3944,1.54228,3.01449,0.255725,0
5622,PORGAE_freeONLY,5.87412,0.4496,2.28472,3.87625,0.196785,390.167
5623,PORLAL_freeONLY,7.82429,0.5102,1.23333,7.37109,0.413678,943.482
5624,PORLEP_freeONLY,7.93943,0.4966,1.76214,4.67024,0.281817,362.555
5625,PORVID_freeONLY,7.37109,0.5614,1.40599,6.82741,0.399292,1075.27
5626,PORVUO_freeONLY,4.67797,0.5284,1.06036,3.97904,0.498321,1421.89
5627,POSFIO_freeONLY,6.80619,0.5272,1.15852,3.42889,0.455065,863.415
5628,POSFOU_freeONLY,4.73608,0.5096,1.31618,3.35906,0.38718,427.072
5629,POSGAH_freeONLY,6.19197,0.5814,1.09324,4.53531,0.531812,1687.87
5630,POSGEL_freeONLY,4.66008,0.4768,1.39498,2.93509,0.341797,0
5631,POTNET_freeONLY,4.49618,0.5128,1.44005,3.47503,0.3561,570.497
5632,POVXII_freeONLY,4.522,0.4076,1.57551,2.81232,0.25871,0
5633,POVZOR_freeONLY,3.64132,0.3386,3.84071,2.46052,0.0881608,0
5634,POVZUX_freeONLY,3.57053,0.3388,3.83482,2.53416,0.0883483,0
5635,POWBEK_freeONLY,3.58887,0.3372,3.79092,2.50814,0.0889494,0
5636,POWBIO_freeONLY,3.62583,0.3338,3.85588,2.50665,0.086569,0
5637,POXHIU_freeONLY,3.69182,0.3524,2.32077,3.28243,0.151846,0
5638,POXHOA_freeONLY,3.6953,0.3532,2.30113,3.29845,0.153489,0
5639,POXHUG_freeONLY,3.71237,0.3578,2.23161,3.33062,0.160333,22.5381
5640,POYPAW_freeONLY,7.97392,0.5818,0.954107,4.92371,0.609785,1700.76
5641,POZHUI_ion_b,9.39252,0.5296,1.30542,3.7857,0.405693,673.301
5642,PRIMIN_freeONLY,4.37293,0.475,1.69966,3.09099,0.279467,0
5643,PUBROU_freeONLY,10.98616,0.701,0.916508,5.10232,0.76486,2667.98
5644,PUBRUA_freeONLY,6.16264,0.531,1.21835,3.76226,0.435835,720.559
5645,PUBSEL_freeONLY,8.4364,0.656,0.864536,4.45603,0.758788,2600
5646,PUBSIP_freeONLY,9.54833,0.6636,0.98085,4.90438,0.676556,2250.04
5647,PUCKUV_freeONLY,5.10039,0.4536,1.9845,3.48814,0.228571,389.725
5648,PUFNUB_freeONLY,4.95108,0.3948,1.53377,3.29964,0.257405,0
5649,PUFRIR_freeONLY,5.49936,0.607,1.04691,4.09512,0.579804,1746.29
5650,PUFXIZ_freeONLY,4.45664,0.4832,1.42534,2.62764,0.339007,0
5651,PUFXUL_freeONLY,4.50657,0.512,1.24643,3.0834,0.410774,0
5652,PUGSER_freeONLY,9.40538,0.7256,0.800645,8.82837,0.906269,2969.47
5653,PUGSOB_freeONLY,9.50607,0.6944,0.864037,8.86576,0.803669,2510.98
5654,PUGSUH_freeONLY,9.30915,0.708,0.821567,8.71365,0.861767,2870.4
5655,PUJJEL_freeONLY,8.21964,0.56,1.16845,7.70903,0.479266,1183.98
5656,PUJMOW_freeONLY,4.01786,0.5354,2.94899,2.55316,0.181554,0
5657,PUJQEQ_freeONLY,7.62791,0.6814,0.66886,6.18953,1.01875,3163
5658,PUKSUL_freeONLY,6.59798,0.6962,1.5702,4.14111,0.443383,1785.8
5659,PUKVAU_freeONLY,5.72482,0.4846,1.28183,4.86227,0.378053,696.844
5660,PULHOT_freeONLY,5.02589,0.5112,1.81033,2.8012,0.28238,0
5661,PULMIU_freeONLY,7.09135,0.6158,1.0722,4.01215,0.574336,1651.63
5662,PUMDIM_freeONLY,7.63309,0.5294,1.30555,2.58947,0.405501,0
5663,PUNDUY_freeONLY,3.8489,0.3626,2.15577,2.44495,0.1682,0
5664,PUNFIO_freeONLY,3.61049,0.3428,2.05777,2.52759,0.166588,0
5665,PUNSIB_freeONLY,5.01625,0.4934,1.42077,3.57988,0.347276,505.164
5666,PUNSOH_freeONLY,5.59181,0.479,1.4876,3.01612,0.321996,0
5667,PUNSUN_charged,3.87649,0.4076,1.61333,3.28835,0.252645,0
5668,PUPHUE_freeONLY,7.11215,0.4554,1.09623,6.70655,0.415424,447.303
5669,PUPNAQ_freeONLY,3.58947,0.3892,1.43868,2.69874,0.270525,0
5670,PUPXII01_freeONLY,3.75503,0.384,1.57246,3.19147,0.244204,0
5671,PUPXII_freeONLY,3.80026,0.3832,1.54706,2.97043,0.247696,0
5672,PUPYAA_freeONLY,3.97311,0.455,2.0967,3.16979,0.217008,0
5673,PUQDOW_freeONLY,5.15222,0.4322,1.41779,4.10448,0.304841,481.312
5674,PUQHEP_freeONLY,4.23931,0.4094,1.4551,2.86998,0.281355,0
5675,PUQHIT_SL,4.11931,0.431,1.49316,2.80454,0.28865,0
5676,PUQXUV_freeONLY,5.37589,0.4578,1.50363,5.08075,0.304462,155.118
5677,PUQYAC_freeONLY,5.36415,0.4614,1.50028,5.07421,0.307543,157.01
5678,PURJES_freeONLY,6.1741,0.4978,1.2077,5.21501,0.41219,863.465
5679,PURJIW_freeONLY,8.03037,0.6004,0.983584,4.08085,0.61042,1428.49
5680,PURNEX_freeONLY,4.7596,0.4034,4.05678,3.10956,0.0994385,0
5681,PURNIB_freeONLY,4.48464,0.3056,3.73495,3.06091,0.0818216,0
